"","HUC_12","Terrestrial_Acres","Rare_Acres","Protected_Rare_Acres","Percent_of_HUC_Rare","Percent_Rare_Area_Protected"
"42553",150400010705,19073,0,NA,0,NA
"42554",111402090402,19073,0,NA,0,NA
"42555",140401020304,19073,0,NA,0,NA
"42556",51002050101,19075,0,NA,0,NA
"42557",50302020901,19075,0,NA,0,NA
"42558",80202031008,19075,0,NA,0,NA
"42559",111102020304,19076,0,NA,0,NA
"42560",51201061301,19076,0,NA,0,NA
"42561",130700100404,19077,0,NA,0,NA
"42562",100700060704,19077,0,NA,0,NA
"42563",120500060305,19078,0,NA,0,NA
"42564",20200020604,19078,0,NA,0,NA
"42565",20700020801,19078,0,NA,0,NA
"42566",31403010205,19079,0,NA,0,NA
"42567",51201030603,19079,0,NA,0,NA
"42568",140200020501,19079,0,NA,0,NA
"42569",170501020405,19079,0,NA,0,NA
"42570",31200010202,19079,0,NA,0,NA
"42571",70802010701,19080,0,NA,0,NA
"42572",111001011201,19080,0,NA,0,NA
"42573",20501030201,19080,0,NA,0,NA
"42574",31700020501,19080,0,NA,0,NA
"42575",130100040301,19080,0,NA,0,NA
"42576",41100030104,19080,0,NA,0,NA
"42577",101402040402,19080,0,NA,0,NA
"42578",50600010203,19080,0,NA,0,NA
"42579",30602020102,19080,0,NA,0,NA
"42580",170602050304,19081,0,NA,0,NA
"42581",150601030803,19081,0,NA,0,NA
"42582",130202050602,19081,0,NA,0,NA
"42583",51201111501,19081,0,NA,0,NA
"42584",120701010502,19081,0,NA,0,NA
"42585",31300040203,19082,0,NA,0,NA
"42586",30202040101,19082,0,NA,0,NA
"42587",50500030104,19083,0,NA,0,NA
"42588",60400060205,19083,0,NA,0,NA
"42589",160203060305,19083,0,NA,0,NA
"42590",20700030703,19083,0,NA,0,NA
"42591",180201290202,19083,0,NA,0,NA
"42592",170702010605,19083,0,NA,0,NA
"42593",150400060710,19083,0,NA,0,NA
"42594",140100011507,19084,0,NA,0,NA
"42595",130700010407,19084,0,NA,0,NA
"42596",40500010904,19085,0,NA,0,NA
"42597",80102020207,19085,0,NA,0,NA
"42598",50100030304,19085,0,NA,0,NA
"42599",102500040303,19086,0,NA,0,NA
"42600",120800030610,19086,0,NA,0,NA
"42601",51401010304,19086,0,NA,0,NA
"42602",70802091001,19086,0,NA,0,NA
"42603",101702021109,19087,0,NA,0,NA
"42604",150100040506,19088,0,NA,0,NA
"42605",41000070103,19088,0,NA,0,NA
"42606",120401030304,19089,0,NA,0,NA
"42607",130700071902,19090,0,NA,0,NA
"42608",180800031402,19091,0,NA,0,NA
"42609",31401030305,19091,0,NA,0,NA
"42610",121003030403,19091,0,NA,0,NA
"42611",102500080405,19091,0,NA,0,NA
"42612",51301060308,19092,0,NA,0,NA
"42613",102500030101,19092,0,NA,0,NA
"42614",20200061102,19092,0,NA,0,NA
"42615",40500050205,19094,0,NA,0,NA
"42616",101101011502,19094,0,NA,0,NA
"42617",150200180605,19094,0,NA,0,NA
"42618",150701020207,19095,0,NA,0,NA
"42619",150503030309,19095,0,NA,0,NA
"42620",71300100701,19096,0,NA,0,NA
"42621",110200060407,19096,0,NA,0,NA
"42622",50600021205,19096,0,NA,0,NA
"42623",50702020702,19097,0,NA,0,NA
"42624",170703020404,19098,0,NA,0,NA
"42625",100600050901,19098,0,NA,0,NA
"42626",50400010207,19098,0,NA,0,NA
"42627",110800060402,19099,0,NA,0,NA
"42628",101800130307,19101,0,NA,0,NA
"42629",10801030503,19101,0,NA,0,NA
"42630",51001010701,19101,0,NA,0,NA
"42631",170900080504,19102,0,NA,0,NA
"42632",180800030304,19103,0,NA,0,NA
"42633",140500010404,19103,0,NA,0,NA
"42634",51301030202,19103,0,NA,0,NA
"42635",130700110103,19103,0,NA,0,NA
"42636",111001040206,19104,0,NA,0,NA
"42637",80204020307,19104,0,NA,0,NA
"42638",101402020105,19105,0,NA,0,NA
"42639",80602060302,19105,0,NA,0,NA
"42640",160600070304,19105,0,NA,0,NA
"42641",150400070308,19106,0,NA,0,NA
"42642",160402031001,19107,0,NA,0,NA
"42643",60101051002,19108,0,NA,0,NA
"42644",101401050407,19108,0,NA,0,NA
"42645",110100040603,19109,0,NA,0,NA
"42646",111001040502,19109,0,NA,0,NA
"42647",71300020801,19110,0,NA,0,NA
"42648",110200060602,19110,0,NA,0,NA
"42649",170102120403,19111,0,NA,0,NA
"42650",150100110801,19111,0,NA,0,NA
"42651",180201280207,19111,0,NA,0,NA
"42652",140802010208,19112,0,NA,0,NA
"42653",100301020601,19112,0,NA,0,NA
"42654",80102040305,19113,0,NA,0,NA
"42655",160501010403,19113,0,NA,0,NA
"42656",90300060205,19114,0,NA,0,NA
"42657",100700050601,19114,0,NA,0,NA
"42658",71300090503,19114,0,NA,0,NA
"42659",101201040306,19115,0,NA,0,NA
"42660",102002030101,19115,0,NA,0,NA
"42661",70700020304,19115,0,NA,0,NA
"42662",170501130301,19115,0,NA,0,NA
"42663",70700010806,19117,0,NA,0,NA
"42664",180201580101,19117,0,NA,0,NA
"42665",101500031607,19118,0,NA,0,NA
"42666",140401060603,19118,0,NA,0,NA
"42667",120100050201,19118,0,NA,0,NA
"42668",110200060207,19119,0,NA,0,NA
"42669",110701020204,19119,0,NA,0,NA
"42670",160300010606,19119,0,NA,0,NA
"42671",31601010905,19120,0,NA,0,NA
"42672",71200021308,19121,0,NA,0,NA
"42673",170103010202,19121,0,NA,0,NA
"42674",50600010901,19121,0,NA,0,NA
"42675",31700080203,19122,0,NA,0,NA
"42676",100301040807,19123,0,NA,0,NA
"42677",110100080204,19123,0,NA,0,NA
"42678",51302030308,19124,0,NA,0,NA
"42679",170603070507,19125,0,NA,0,NA
"42680",70801051105,19125,0,NA,0,NA
"42681",101600111509,19125,0,NA,0,NA
"42682",40500060312,19127,0,NA,0,NA
"42683",160203090307,19127,0,NA,0,NA
"42684",100500120301,19127,0,NA,0,NA
"42685",111101050703,19128,0,NA,0,NA
"42686",100902040204,19128,0,NA,0,NA
"42687",80802020905,19128,0,NA,0,NA
"42688",180300121404,19129,0,NA,0,NA
"42689",110300150108,19129,0,NA,0,NA
"42690",150100041105,19129,0,NA,0,NA
"42691",51002040207,19130,0,NA,0,NA
"42692",130500030202,19130,0,NA,0,NA
"42693",180902020401,19130,0,NA,0,NA
"42694",150200070401,19131,0,NA,0,NA
"42695",50500070304,19131,0,NA,0,NA
"42696",40601030309,19131,0,NA,0,NA
"42697",102702050701,19132,0,NA,0,NA
"42698",20401010201,19132,0,NA,0,NA
"42699",102001011104,19132,0,NA,0,NA
"42700",170602070205,19133,0,NA,0,NA
"42701",160203061602,19133,0,NA,0,NA
"42702",101701011104,19133,0,NA,0,NA
"42703",100401041602,19133,0,NA,0,NA
"42704",100301011903,19133,0,NA,0,NA
"42705",70102030505,19134,0,NA,0,NA
"42706",140300051008,19134,0,NA,0,NA
"42707",101302030105,19135,0,NA,0,NA
"42708",101101020401,19135,0,NA,0,NA
"42709",71000060102,19135,0,NA,0,NA
"42710",90203060402,19135,0,NA,0,NA
"42711",180101010305,19135,0,NA,0,NA
"42712",102500120302,19135,0,NA,0,NA
"42713",150100041107,19136,0,NA,0,NA
"42714",100301010412,19136,0,NA,0,NA
"42715",51201090804,19136,0,NA,0,NA
"42716",121002040203,19136,0,NA,0,NA
"42717",101401011101,19136,0,NA,0,NA
"42718",160402020701,19137,0,NA,0,NA
"42719",120601010408,19137,0,NA,0,NA
"42720",101201110302,19137,0,NA,0,NA
"42721",101402010405,19139,0,NA,0,NA
"42722",90203010704,19139,0,NA,0,NA
"42723",70101030102,19140,0,NA,0,NA
"42724",71200010702,19140,0,NA,0,NA
"42725",20200070301,19141,0,NA,0,NA
"42726",101401011507,19141,0,NA,0,NA
"42727",101303030106,19141,0,NA,0,NA
"42728",160203081405,19142,0,NA,0,NA
"42729",160401080302,19142,0,NA,0,NA
"42730",90300031804,19143,0,NA,0,NA
"42731",10200020505,19144,0,NA,0,NA
"42732",41503080101,19145,0,NA,0,NA
"42733",101600070211,19145,0,NA,0,NA
"42734",31501030604,19146,0,NA,0,NA
"42735",50902030104,19146,0,NA,0,NA
"42736",111101040401,19148,0,NA,0,NA
"42737",50200030101,19148,0,NA,0,NA
"42738",71200060801,19148,0,NA,0,NA
"42739",130100020204,19148,0,NA,0,NA
"42740",51100030304,19148,0,NA,0,NA
"42741",60101030303,19148,0,NA,0,NA
"42742",140600090803,19149,0,NA,0,NA
"42743",150601040106,19149,0,NA,0,NA
"42744",160501040701,19150,0,NA,0,NA
"42745",40101010802,19150,0,NA,0,NA
"42746",10600020902,19150,0,NA,0,NA
"42747",51201130405,19151,0,NA,0,NA
"42748",170102020701,19151,0,NA,0,NA
"42749",170602031106,19151,0,NA,0,NA
"42750",41201040103,19151,0,NA,0,NA
"42751",180201630201,19152,0,NA,0,NA
"42752",130600100203,19152,0,NA,0,NA
"42753",70101020501,19152,0,NA,0,NA
"42754",80802030201,19153,0,NA,0,NA
"42755",180300070305,19153,0,NA,0,NA
"42756",160501030402,19154,0,NA,0,NA
"42757",60300021204,19154,0,NA,0,NA
"42758",170800010603,19156,0,NA,0,NA
"42759",111001020102,19157,0,NA,0,NA
"42760",160600140302,19157,0,NA,0,NA
"42761",40700020206,19157,0,NA,0,NA
"42762",140300050307,19158,0,NA,0,NA
"42763",51001011304,19158,0,NA,0,NA
"42764",80702040102,19158,0,NA,0,NA
"42765",101301011004,19158,0,NA,0,NA
"42766",70700031501,19158,0,NA,0,NA
"42767",100401040706,19159,0,NA,0,NA
"42768",160300010507,19159,0,NA,0,NA
"42769",31502030801,19159,0,NA,0,NA
"42770",110702040105,19160,0,NA,0,NA
"42771",180300020101,19160,0,NA,0,NA
"42772",180200020501,19161,0,NA,0,NA
"42773",100200010303,19161,0,NA,0,NA
"42774",31800021001,19162,0,NA,0,NA
"42775",102600150202,19162,0,NA,0,NA
"42776",110500020602,19162,0,NA,0,NA
"42777",102500050204,19163,0,NA,0,NA
"42778",50901040505,19164,0,NA,0,NA
"42779",150301040604,19164,0,NA,0,NA
"42780",30602030505,19164,0,NA,0,NA
"42781",150702011201,19165,0,NA,0,NA
"42782",20700080501,19165,0,NA,0,NA
"42783",170501140503,19165,0,NA,0,NA
"42784",101401010503,19166,0,NA,0,NA
"42785",140600030903,19166,0,NA,0,NA
"42786",130302020402,19166,0,NA,0,NA
"42787",180902080903,19166,0,NA,0,NA
"42788",111102010101,19166,0,NA,0,NA
"42789",100301030705,19167,0,NA,0,NA
"42790",110702070801,19167,0,NA,0,NA
"42791",70200090801,19167,0,NA,0,NA
"42792",110100120307,19167,0,NA,0,NA
"42793",40101020105,19168,0,NA,0,NA
"42794",180201620503,19168,0,NA,0,NA
"42795",10200030105,19168,0,NA,0,NA
"42796",70300010402,19170,0,NA,0,NA
"42797",170102131307,19170,0,NA,0,NA
"42798",100700030201,19170,0,NA,0,NA
"42799",71300070503,19171,0,NA,0,NA
"42800",101701010404,19171,0,NA,0,NA
"42801",101600031901,19171,0,NA,0,NA
"42802",40700070205,19172,0,NA,0,NA
"42803",130700010301,19172,0,NA,0,NA
"42804",51002051302,19172,0,NA,0,NA
"42805",80302010704,19172,0,NA,0,NA
"42806",80401020604,19172,0,NA,0,NA
"42807",150502020908,19173,0,NA,0,NA
"42808",20200040706,19173,0,NA,0,NA
"42809",60300020505,19174,0,NA,0,NA
"42810",130500042302,19174,0,NA,0,NA
"42811",41000111105,19175,0,NA,0,NA
"42812",170501050201,19176,0,NA,0,NA
"42813",180902040402,19176,0,NA,0,NA
"42814",101900030701,19176,0,NA,0,NA
"42815",180102041105,19176,0,NA,0,NA
"42816",100302040404,19177,0,NA,0,NA
"42817",130302010101,19177,0,NA,0,NA
"42818",100402050702,19177,0,NA,0,NA
"42819",130500040907,19177,0,NA,0,NA
"42820",111101010504,19177,0,NA,0,NA
"42821",111201040504,19177,0,NA,0,NA
"42822",101102030901,19178,0,NA,0,NA
"42823",102001010404,19178,0,NA,0,NA
"42824",71401050308,19179,0,NA,0,NA
"42825",170102120810,19179,0,NA,0,NA
"42826",41503021003,19179,0,NA,0,NA
"42827",170402070205,19179,0,NA,0,NA
"42828",110200011209,19179,0,NA,0,NA
"42829",51202011503,19180,0,NA,0,NA
"42830",50902021002,19180,0,NA,0,NA
"42831",170603080601,19180,0,NA,0,NA
"42832",40500040402,19181,0,NA,0,NA
"42833",160201020406,19181,0,NA,0,NA
"42834",100401020206,19181,0,NA,0,NA
"42835",181001003307,19182,0,NA,0,NA
"42836",71300090305,19182,0,NA,0,NA
"42837",130302021603,19182,0,NA,0,NA
"42838",101303031203,19182,0,NA,0,NA
"42839",51202080802,19182,0,NA,0,NA
"42840",10600030902,19182,0,NA,0,NA
"42841",150602020501,19182,0,NA,0,NA
"42842",51002040302,19183,0,NA,0,NA
"42843",150200040309,19183,0,NA,0,NA
"42844",80602030102,19183,0,NA,0,NA
"42845",70802080403,19183,0,NA,0,NA
"42846",111102030205,19183,0,NA,0,NA
"42847",111401070109,19183,0,NA,0,NA
"42848",160402030801,19183,0,NA,0,NA
"42849",121101080404,19184,0,NA,0,NA
"42850",103001010201,19184,0,NA,0,NA
"42851",111302080303,19185,0,NA,0,NA
"42852",30501040301,19186,0,NA,0,NA
"42853",130800010105,19186,0,NA,0,NA
"42854",31300030106,19187,0,NA,0,NA
"42855",71401070604,19187,0,NA,0,NA
"42856",170501090507,19187,0,NA,0,NA
"42857",90202040203,19187,0,NA,0,NA
"42858",90203070206,19187,0,NA,0,NA
"42859",80102050505,19188,0,NA,0,NA
"42860",70300050302,19188,0,NA,0,NA
"42861",170602010801,19188,0,NA,0,NA
"42862",170800050503,19190,0,NA,0,NA
"42863",90203160701,19190,0,NA,0,NA
"42864",150200150404,19190,0,NA,0,NA
"42865",170501020505,19190,0,NA,0,NA
"42866",121101030203,19190,0,NA,0,NA
"42867",80202020103,19191,0,NA,0,NA
"42868",71100080304,19191,0,NA,0,NA
"42869",70700050101,19191,0,NA,0,NA
"42870",102901110304,19191,0,NA,0,NA
"42871",140300050702,19192,0,NA,0,NA
"42872",140500030605,19192,0,NA,0,NA
"42873",102701020905,19192,0,NA,0,NA
"42874",50902020404,19192,0,NA,0,NA
"42875",31700070502,19193,0,NA,0,NA
"42876",31401040201,19193,0,NA,0,NA
"42877",110100120103,19193,0,NA,0,NA
"42878",90203110601,19194,0,NA,0,NA
"42879",180201570701,19194,0,NA,0,NA
"42880",51201061005,19194,0,NA,0,NA
"42881",101900040101,19194,0,NA,0,NA
"42882",120901030404,19194,0,NA,0,NA
"42883",140801061302,19194,0,NA,0,NA
"42884",51201011402,19194,0,NA,0,NA
"42885",150200040102,19194,0,NA,0,NA
"42886",170102060208,19195,0,NA,0,NA
"42887",40201040210,19195,0,NA,0,NA
"42888",160600120704,19196,0,NA,0,NA
"42889",110800060902,19196,0,NA,0,NA
"42890",20301010305,19197,0,NA,0,NA
"42891",102500040708,19197,0,NA,0,NA
"42892",31300051604,19198,0,NA,0,NA
"42893",110100080702,19199,0,NA,0,NA
"42894",30701020403,19200,0,NA,0,NA
"42895",101800010401,19200,0,NA,0,NA
"42896",70300040203,19200,0,NA,0,NA
"42897",110902020201,19201,0,NA,0,NA
"42898",101401020301,19201,0,NA,0,NA
"42899",70200080404,19201,0,NA,0,NA
"42900",102500021008,19201,0,NA,0,NA
"42901",130302021607,19201,0,NA,0,NA
"42902",110701050304,19202,0,NA,0,NA
"42903",101303060607,19202,0,NA,0,NA
"42904",170501230303,19202,0,NA,0,NA
"42905",30602030503,19204,0,NA,0,NA
"42906",171100150308,19204,0,NA,0,NA
"42907",51201120402,19204,0,NA,0,NA
"42908",41503070302,19204,0,NA,0,NA
"42909",20501070501,19204,0,NA,0,NA
"42910",102500170606,19205,0,NA,0,NA
"42911",111003020703,19206,0,NA,0,NA
"42912",180300090205,19206,0,NA,0,NA
"42913",31402031103,19206,0,NA,0,NA
"42914",30602010701,19206,0,NA,0,NA
"42915",51402040207,19207,0,NA,0,NA
"42916",40802040205,19207,0,NA,0,NA
"42917",31402010204,19207,0,NA,0,NA
"42918",100302051201,19208,0,NA,0,NA
"42919",150200040306,19208,0,NA,0,NA
"42920",51201140706,19208,0,NA,0,NA
"42921",70801020203,19209,0,NA,0,NA
"42922",180902080904,19209,0,NA,0,NA
"42923",111401010601,19209,0,NA,0,NA
"42924",111102060203,19209,0,NA,0,NA
"42925",180300050502,19210,0,NA,0,NA
"42926",71300120107,19210,0,NA,0,NA
"42927",51302050804,19211,0,NA,0,NA
"42928",80602030703,19212,0,NA,0,NA
"42929",150100090201,19212,0,NA,0,NA
"42930",101900010208,19212,0,NA,0,NA
"42931",160202010801,19212,0,NA,0,NA
"42932",180902060801,19212,0,NA,0,NA
"42933",180300070403,19212,0,NA,0,NA
"42934",101102031203,19212,0,NA,0,NA
"42935",121101110203,19213,0,NA,0,NA
"42936",150100080204,19214,0,NA,0,NA
"42937",121002020402,19214,0,NA,0,NA
"42938",102801031501,19215,0,NA,0,NA
"42939",170501010403,19215,0,NA,0,NA
"42940",150503010905,19215,0,NA,0,NA
"42941",40601030207,19215,0,NA,0,NA
"42942",70400040501,19216,0,NA,0,NA
"42943",31401040301,19216,0,NA,0,NA
"42944",101102031301,19217,0,NA,0,NA
"42945",102100010501,19217,0,NA,0,NA
"42946",101500020307,19217,0,NA,0,NA
"42947",71000060603,19218,0,NA,0,NA
"42948",140100011005,19218,0,NA,0,NA
"42949",140402000903,19218,0,NA,0,NA
"42950",170402140104,19218,0,NA,0,NA
"42951",140401050505,19219,0,NA,0,NA
"42952",101000011102,19220,0,NA,0,NA
"42953",180102090604,19220,0,NA,0,NA
"42954",181002010503,19220,0,NA,0,NA
"42955",50100011103,19221,0,NA,0,NA
"42956",80302030106,19221,0,NA,0,NA
"42957",101102040403,19221,0,NA,0,NA
"42958",31601040402,19221,0,NA,0,NA
"42959",130202010209,19223,0,NA,0,NA
"42960",120701010704,19223,0,NA,0,NA
"42961",111303020305,19224,0,NA,0,NA
"42962",50600011804,19224,0,NA,0,NA
"42963",20403020205,19225,0,NA,0,NA
"42964",40302020806,19226,0,NA,0,NA
"42965",50600020201,19226,0,NA,0,NA
"42966",170602050402,19226,0,NA,0,NA
"42967",130700030302,19226,0,NA,0,NA
"42968",130402100305,19227,0,NA,0,NA
"42969",90201090304,19227,0,NA,0,NA
"42970",51201090703,19227,0,NA,0,NA
"42971",31700090601,19227,0,NA,0,NA
"42972",130700070701,19228,0,NA,0,NA
"42973",130403020407,19228,0,NA,0,NA
"42974",11000050503,19228,0,NA,0,NA
"42975",140700020701,19228,0,NA,0,NA
"42976",40802020504,19229,0,NA,0,NA
"42977",71300110803,19229,0,NA,0,NA
"42978",40301080204,19229,0,NA,0,NA
"42979",111201030206,19229,0,NA,0,NA
"42980",40802050202,19230,0,NA,0,NA
"42981",130600090503,19231,0,NA,0,NA
"42982",150200150302,19231,0,NA,0,NA
"42983",180201580102,19231,0,NA,0,NA
"42984",100200040102,19231,0,NA,0,NA
"42985",51201110803,19231,0,NA,0,NA
"42986",110901050310,19232,0,NA,0,NA
"42987",80401020605,19232,0,NA,0,NA
"42988",140802041302,19232,0,NA,0,NA
"42989",170501050701,19233,0,NA,0,NA
"42990",130700010903,19233,0,NA,0,NA
"42991",111003030106,19233,0,NA,0,NA
"42992",70802050905,19234,0,NA,0,NA
"42993",110100110107,19234,0,NA,0,NA
"42994",51201140505,19234,0,NA,0,NA
"42995",101701021207,19234,0,NA,0,NA
"42996",130100040303,19234,0,NA,0,NA
"42997",30502071001,19235,0,NA,0,NA
"42998",170601080501,19236,0,NA,0,NA
"42999",130700060404,19236,0,NA,0,NA
"43000",31800041003,19236,0,NA,0,NA
"43001",160101020205,19236,0,NA,0,NA
"43002",20700020701,19236,0,NA,0,NA
"43003",30202011201,19237,0,NA,0,NA
"43004",110800070402,19237,0,NA,0,NA
"43005",20403010404,19238,0,NA,0,NA
"43006",160600111004,19238,0,NA,0,NA
"43007",181002040601,19239,0,NA,0,NA
"43008",71402010608,19239,0,NA,0,NA
"43009",101701011303,19239,0,NA,0,NA
"43010",71300070601,19240,0,NA,0,NA
"43011",140100051901,19240,0,NA,0,NA
"43012",60200020104,19240,0,NA,0,NA
"43013",70801070501,19240,0,NA,0,NA
"43014",70101040803,19240,0,NA,0,NA
"43015",130301020505,19240,0,NA,0,NA
"43016",110400060201,19240,0,NA,0,NA
"43017",101201120204,19241,0,NA,0,NA
"43018",130800010104,19241,0,NA,0,NA
"43019",100401042502,19241,0,NA,0,NA
"43020",41000060504,19241,0,NA,0,NA
"43021",150100030603,19241,0,NA,0,NA
"43022",51201150102,19242,0,NA,0,NA
"43023",70700021507,19242,0,NA,0,NA
"43024",160300060901,19242,0,NA,0,NA
"43025",31401040103,19243,0,NA,0,NA
"43026",31101020201,19243,0,NA,0,NA
"43027",110701040302,19244,0,NA,0,NA
"43028",31200030803,19244,0,NA,0,NA
"43029",100301040904,19245,0,NA,0,NA
"43030",70500040107,19245,0,NA,0,NA
"43031",102901050403,19245,0,NA,0,NA
"43032",30201030202,19245,0,NA,0,NA
"43033",40301110201,19246,0,NA,0,NA
"43034",50902020801,19246,0,NA,0,NA
"43035",140401030205,19246,0,NA,0,NA
"43036",102500160503,19246,0,NA,0,NA
"43037",140200060207,19246,0,NA,0,NA
"43038",180300090102,19246,0,NA,0,NA
"43039",51201130706,19247,0,NA,0,NA
"43040",40900050102,19247,0,NA,0,NA
"43041",101201060403,19247,0,NA,0,NA
"43042",50301030306,19247,0,NA,0,NA
"43043",150503010902,19247,0,NA,0,NA
"43044",20401010202,19248,0,NA,0,NA
"43045",40202020504,19249,0,NA,0,NA
"43046",101303031103,19249,0,NA,0,NA
"43047",160102010606,19249,0,NA,0,NA
"43048",10600021007,19250,0,NA,0,NA
"43049",160202030303,19250,0,NA,0,NA
"43050",40201020301,19252,0,NA,0,NA
"43051",50600020804,19252,0,NA,0,NA
"43052",101800110608,19252,0,NA,0,NA
"43053",160600071701,19253,0,NA,0,NA
"43054",150502030501,19254,0,NA,0,NA
"43055",41501010104,19254,0,NA,0,NA
"43056",100500060106,19254,0,NA,0,NA
"43057",111402010101,19254,0,NA,0,NA
"43058",80403040203,19255,0,NA,0,NA
"43059",60400060502,19255,0,NA,0,NA
"43060",10200020201,19255,0,NA,0,NA
"43061",181002041202,19256,0,NA,0,NA
"43062",120302021101,19256,0,NA,0,NA
"43063",150503030606,19256,0,NA,0,NA
"43064",41000030502,19257,0,NA,0,NA
"43065",71100030102,19259,0,NA,0,NA
"43066",51401041403,19259,0,NA,0,NA
"43067",130302020806,19260,0,NA,0,NA
"43068",80403030404,19260,0,NA,0,NA
"43069",60102010211,19260,0,NA,0,NA
"43070",70700021603,19261,0,NA,0,NA
"43071",70802090704,19261,0,NA,0,NA
"43072",90201020204,19261,0,NA,0,NA
"43073",111001040215,19262,0,NA,0,NA
"43074",101302010306,19262,0,NA,0,NA
"43075",140200050503,19262,0,NA,0,NA
"43076",70801030501,19262,0,NA,0,NA
"43077",120800030307,19263,0,NA,0,NA
"43078",20802020301,19264,0,NA,0,NA
"43079",70900020203,19264,0,NA,0,NA
"43080",160600051302,19265,0,NA,0,NA
"43081",140600060303,19265,0,NA,0,NA
"43082",150601060303,19265,0,NA,0,NA
"43083",110400040402,19266,0,NA,0,NA
"43084",140700050208,19266,0,NA,0,NA
"43085",80203010503,19266,0,NA,0,NA
"43086",101102020107,19267,0,NA,0,NA
"43087",30102011204,19267,0,NA,0,NA
"43088",80802060605,19267,0,NA,0,NA
"43089",30502010305,19269,0,NA,0,NA
"43090",50200020604,19270,0,NA,0,NA
"43091",110500010501,19271,0,NA,0,NA
"43092",103001040506,19271,0,NA,0,NA
"43093",70400030101,19271,0,NA,0,NA
"43094",160202010802,19272,0,NA,0,NA
"43095",101102050604,19272,0,NA,0,NA
"43096",130201010901,19273,0,NA,0,NA
"43097",10200011004,19273,0,NA,0,NA
"43098",101500020602,19273,0,NA,0,NA
"43099",20403020203,19273,0,NA,0,NA
"43100",150200080102,19274,0,NA,0,NA
"43101",80802050503,19274,0,NA,0,NA
"43102",70900010303,19275,0,NA,0,NA
"43103",101000030108,19277,0,NA,0,NA
"43104",80302010901,19277,0,NA,0,NA
"43105",140801040504,19278,0,NA,0,NA
"43106",30502060101,19278,0,NA,0,NA
"43107",100500010202,19278,0,NA,0,NA
"43108",120100020401,19278,0,NA,0,NA
"43109",101101013001,19278,0,NA,0,NA
"43110",140801030606,19279,0,NA,0,NA
"43111",102802010404,19279,0,NA,0,NA
"43112",111301010103,19279,0,NA,0,NA
"43113",150100080106,19279,0,NA,0,NA
"43114",120901040205,19279,0,NA,0,NA
"43115",130202010606,19280,0,NA,0,NA
"43116",110500020810,19280,0,NA,0,NA
"43117",170602090403,19280,0,NA,0,NA
"43118",20403010704,19280,0,NA,0,NA
"43119",70400080501,19281,0,NA,0,NA
"43120",71402010704,19281,0,NA,0,NA
"43121",101401010801,19283,0,NA,0,NA
"43122",110100011107,19283,0,NA,0,NA
"43123",140700020302,19283,0,NA,0,NA
"43124",31602040501,19283,0,NA,0,NA
"43125",31402010302,19283,0,NA,0,NA
"43126",180201530106,19283,0,NA,0,NA
"43127",101302010603,19284,0,NA,0,NA
"43128",181001003103,19284,0,NA,0,NA
"43129",101101013004,19284,0,NA,0,NA
"43130",101201110306,19285,0,NA,0,NA
"43131",102801020209,19285,0,NA,0,NA
"43132",111203030502,19285,0,NA,0,NA
"43133",170602030705,19285,0,NA,0,NA
"43134",180300050302,19286,0,NA,0,NA
"43135",140200060302,19286,0,NA,0,NA
"43136",110701070302,19287,0,NA,0,NA
"43137",170102021103,19287,0,NA,0,NA
"43138",130700090305,19287,0,NA,0,NA
"43139",101000040601,19287,0,NA,0,NA
"43140",101102010604,19287,0,NA,0,NA
"43141",20700010507,19287,0,NA,0,NA
"43142",70900021406,19288,0,NA,0,NA
"43143",80102020303,19288,0,NA,0,NA
"43144",40101010905,19289,0,NA,0,NA
"43145",103001020403,19289,0,NA,0,NA
"43146",160600150505,19289,0,NA,0,NA
"43147",71300060105,19289,0,NA,0,NA
"43148",150100090604,19290,0,NA,0,NA
"43149",110100080608,19290,0,NA,0,NA
"43150",71000040902,19290,0,NA,0,NA
